"Number of households by type of outer wall","Number"
"BambooWall","5210"
"Cement Bonded Bricks/Stone Wall","1774"
"Mud Bonded Bricks/Stone Wall","3454"
"Not stated","87"
"Others","196"
"Unbaked Bricks","12"
"Wood/Planks","984"
"Total","11717"
