"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","175"
"Male","172"
"Danuwar",""
"Female","5"
"Male","6"
"Doteli",""
"Female","5"
"Male","8"
"Hindi",""
"Female","415"
"Male","379"
"Magahi",""
"Female","37"
"Male","24"
"Magar",""
"Female","2334"
"Male","2162"
"Maithili",""
"Female","25521"
"Male","26737"
"Nepali",""
"Female","2526"
"Male","2405"
"Newar",""
"Female","193"
"Male","202"
"Not Reported",""
"Female","56"
"Male","65"
"Others",""
"Female","32"
"Male","20"
"Rai",""
"Female","27"
"Male","33"
"Sunuwar",""
"Female","20"
"Male","22"
"Tamang",""
"Female","564"
"Male","552"
"Tharu",""
"Female","321"
"Male","291"
"Urdu",""
"Female","695"
"Male","673"
