"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","52"
"Cow Dung","1275"
"Electricity","6"
"Kerosene","115"
"LP Gas","181"
"Not stated","63"
"Others","139"
"Wood/Firewood","10062"
"Total","11893"
