"Population by Single Year of Age","Number"
"0",""
"Female","631"
"Male","679"
"1",""
"Female","461"
"Male","510"
"10",""
"Female","1316"
"Male","1338"
"11",""
"Female","612"
"Male","609"
"12",""
"Female","1124"
"Male","1146"
"13",""
"Female","674"
"Male","714"
"14",""
"Female","860"
"Male","909"
"15",""
"Female","777"
"Male","822"
"16",""
"Female","775"
"Male","906"
"17",""
"Female","471"
"Male","562"
"18",""
"Female","747"
"Male","892"
"19",""
"Female","339"
"Male","321"
"2",""
"Female","739"
"Male","877"
"20",""
"Female","828"
"Male","833"
"21",""
"Female","271"
"Male","300"
"22",""
"Female","625"
"Male","627"
"23",""
"Female","347"
"Male","321"
"24",""
"Female","492"
"Male","346"
"25",""
"Female","1007"
"Male","900"
"26",""
"Female","404"
"Male","372"
"27",""
"Female","349"
"Male","286"
"28",""
"Female","700"
"Male","595"
"29",""
"Female","158"
"Male","180"
"3",""
"Female","885"
"Male","930"
"30",""
"Female","1198"
"Male","984"
"31",""
"Female","128"
"Male","145"
"32",""
"Female","581"
"Male","498"
"33",""
"Female","258"
"Male","184"
"34",""
"Female","262"
"Male","191"
"35",""
"Female","1049"
"Male","1228"
"36",""
"Female","308"
"Male","270"
"37",""
"Female","172"
"Male","184"
"38",""
"Female","454"
"Male","367"
"39",""
"Female","102"
"Male","141"
"4",""
"Female","806"
"Male","801"
"40",""
"Female","950"
"Male","1057"
"41",""
"Female","104"
"Male","135"
"42",""
"Female","292"
"Male","340"
"43",""
"Female","181"
"Male","109"
"44",""
"Female","128"
"Male","147"
"45",""
"Female","784"
"Male","947"
"46",""
"Female","140"
"Male","140"
"47",""
"Female","124"
"Male","113"
"48",""
"Female","280"
"Male","274"
"49",""
"Female","55"
"Male","72"
"5",""
"Female","967"
"Male","1036"
"50",""
"Female","740"
"Male","854"
"51",""
"Female","66"
"Male","76"
"52",""
"Female","172"
"Male","165"
"53",""
"Female","83"
"Male","67"
"54",""
"Female","87"
"Male","72"
"55",""
"Female","513"
"Male","684"
"56",""
"Female","81"
"Male","110"
"57",""
"Female","81"
"Male","95"
"58",""
"Female","182"
"Male","154"
"59",""
"Female","58"
"Male","62"
"6",""
"Female","994"
"Male","1000"
"60",""
"Female","539"
"Male","618"
"61",""
"Female","44"
"Male","63"
"62",""
"Female","129"
"Male","140"
"63",""
"Female","78"
"Male","45"
"64",""
"Female","48"
"Male","50"
"65",""
"Female","456"
"Male","437"
"66",""
"Female","50"
"Male","48"
"67",""
"Female","39"
"Male","36"
"68",""
"Female","93"
"Male","116"
"69",""
"Female","33"
"Male","22"
"7",""
"Female","860"
"Male","854"
"70",""
"Female","306"
"Male","336"
"71",""
"Female","15"
"Male","20"
"72",""
"Female","56"
"Male","61"
"73",""
"Female","14"
"Male","18"
"74",""
"Female","13"
"Male","17"
"75",""
"Female","142"
"Male","132"
"76",""
"Female","10"
"Male","12"
"77",""
"Female","14"
"Male","5"
"78",""
"Female","22"
"Male","20"
"79",""
"Female","6"
"Male","5"
"8",""
"Female","1169"
"Male","1234"
"80",""
"Female","93"
"Male","90"
"81",""
"Female","3"
"Male","8"
"82",""
"Female","6"
"Male","6"
"83",""
"Female","3"
"Male","3"
"84",""
"Female","8"
"Male","4"
"85",""
"Female","73"
"Male","76"
"9",""
"Female","632"
"Male","636"
