"Population by Five Years Age Group","Number"
"0-4",""
"Female","3522"
"Male","3797"
"10-14",""
"Female","4586"
"Male","4716"
"15-19",""
"Female","3109"
"Male","3503"
"20-24",""
"Female","2563"
"Male","2427"
"25-29",""
"Female","2618"
"Male","2333"
"30-34",""
"Female","2427"
"Male","2002"
"35-39",""
"Female","2085"
"Male","2190"
"40-44",""
"Female","1655"
"Male","1788"
"45-49",""
"Female","1383"
"Male","1546"
"50-54",""
"Female","1148"
"Male","1234"
"55-59",""
"Female","915"
"Male","1105"
"5-9",""
"Female","4622"
"Male","4760"
"60-64",""
"Female","838"
"Male","916"
"65-69",""
"Female","671"
"Male","659"
"70-74",""
"Female","404"
"Male","452"
"75+",""
"Female","380"
"Male","361"
