"Population by Caste Ethinicity","Number"
"Badi",""
"Female","29"
"Male","21"
"","50"
"Bhote",""
"Female","420"
"Male","419"
"","839"
"Brahman - Hill",""
"Female","689"
"Male","588"
"","1277"
"Chhetri",""
"Female","4925"
"Male","4937"
"","9862"
"Dalit Others",""
"Female","70"
"Male","66"
"","136"
"Damai/Dholi",""
"Female","463"
"Male","430"
"","893"
"Kami",""
"Female","893"
"Male","907"
"","1800"
"Lohar",""
"Female","816"
"Male","822"
"","1638"
"Mallaha",""
"Female","43"
"Male","50"
"","93"
"Musalman",""
"Female","49"
"Male","43"
"","92"
"Newar",""
"Female","6"
"Male","7"
"","13"
"Others",""
"Female","31"
"Male","30"
"","61"
"Sanyasi/Dasnami",""
"Female","253"
"Male","245"
"","498"
"Sarki",""
"Female","295"
"Male","325"
"","620"
"Thakuri",""
"Female","443"
"Male","461"
"","904"
