"Population by Five Years Age Group","Number"
"0-4",""
"Female","892"
"Male","910"
"10-14",""
"Female","1209"
"Male","1220"
"15-19",""
"Female","1077"
"Male","933"
"20-24",""
"Female","851"
"Male","529"
"25-29",""
"Female","671"
"Male","438"
"30-34",""
"Female","512"
"Male","400"
"35-39",""
"Female","475"
"Male","354"
"40-44",""
"Female","435"
"Male","375"
"45-49",""
"Female","423"
"Male","322"
"50-54",""
"Female","337"
"Male","315"
"55-59",""
"Female","264"
"Male","282"
"5-9",""
"Female","1122"
"Male","1090"
"60-64",""
"Female","308"
"Male","255"
"65-69",""
"Female","227"
"Male","181"
"70-74",""
"Female","174"
"Male","136"
"75+",""
"Female","195"
"Male","154"
