"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4705"
"Cow Dung","53"
"Electricity Fuel","133"
"KeroseneFuel","1652"
"LP Gas","75672"
"Not Sated about Fuel","384"
"OthersFuel","287"
"Wood/FireWood","22744"
"Total","105630"
