"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","583"
"Cow Dung","1623"
"Electricity Fuel","12"
"KeroseneFuel","65"
"LP Gas","1723"
"Not Sated about Fuel","48"
"OthersFuel","83"
"Wood/FireWood","7354"
"Total","11491"
