"Population by Religion","Number"
"Bahai","5"
"Bon","0"
"Buddism","2831"
"Christianity","293"
"Hindu","43263"
"Islam","1221"
"Jainism","8"
"Kirat","1704"
"Prakriti","2894"
"Sikhism","0"
"Undefined","109"
"Total","52328"
