"Population by Mother tongue","Number"
"Achhami",""
"Female","1254"
"Male","984"
"","2238"
"Baitadeli",""
"Female","2032"
"Male","1778"
"","3810"
"Bajhangi",""
"Female","1901"
"Male","1651"
"","3552"
"Bajureli",""
"Female","151"
"Male","136"
"","287"
"Bhojpuri",""
"Female","3"
"Male","9"
"","12"
"Darchuleli",""
"Female","1070"
"Male","972"
"","2042"
"Doteli",""
"Female","13327"
"Male","11884"
"","25211"
"Gurung",""
"Female","7"
"Male","6"
"","13"
"Hindi",""
"Female","25"
"Male","32"
"","57"
"Jumli",""
"Female","13"
"Male","14"
"","27"
"Magar",""
"Female","351"
"Male","305"
"","656"
"Maithili",""
"Female","39"
"Male","33"
"","72"
"Nepali",""
"Female","1091"
"Male","969"
"","2060"
"Not Reported",""
"Female","11"
"Male","7"
"","18"
"Others",""
"Female","28"
"Male","33"
"","61"
"Raji",""
"Female","8"
"Male","6"
"","14"
"Sign Language",""
"Female","29"
"Male","14"
"","43"
"Tharu",""
"Female","4615"
"Male","4626"
"","9241"
"Urdu",""
"Female","32"
"Male","33"
"","65"
