"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","782"
"Cow Dung","52"
"Electricity Fuel","0"
"KeroseneFuel","42"
"LP Gas","395"
"Not Sated about Fuel","26"
"OthersFuel","23"
"Wood/FireWood","7899"
"Total","9219"
