"Population by Mother tongue","Number"
"Belhare",""
"Female","17"
"Male","12"
"Bhojpuri",""
"Female","2"
"Male","9"
"Gurung",""
"Female","108"
"Male","90"
"Magar",""
"Female","29"
"Male","29"
"Maithili",""
"Female","10"
"Male","10"
"Nepali",""
"Female","853"
"Male","1014"
"Newar",""
"Female","4"
"Male","11"
"Others",""
"Female","6"
"Male","6"
"Rai",""
"Female","5"
"Male","8"
"Sherpa",""
"Female","2"
"Male","29"
"Tamang",""
"Female","25"
"Male","23"
"Thakali",""
"Female","370"
"Male","346"
"Tharu",""
"Female","4"
"Male","7"
