"Population by Single Year of Age","Number"
"0",""
"Female","629"
"Male","648"
"1",""
"Female","545"
"Male","534"
"10",""
"Female","1049"
"Male","1114"
"11",""
"Female","823"
"Male","849"
"12",""
"Female","1104"
"Male","1150"
"13",""
"Female","987"
"Male","971"
"14",""
"Female","1040"
"Male","1031"
"15",""
"Female","1050"
"Male","991"
"16",""
"Female","982"
"Male","891"
"17",""
"Female","918"
"Male","877"
"18",""
"Female","1024"
"Male","952"
"19",""
"Female","661"
"Male","548"
"2",""
"Female","677"
"Male","706"
"20",""
"Female","843"
"Male","637"
"21",""
"Female","672"
"Male","418"
"22",""
"Female","969"
"Male","569"
"23",""
"Female","672"
"Male","390"
"24",""
"Female","712"
"Male","399"
"25",""
"Female","980"
"Male","477"
"26",""
"Female","749"
"Male","367"
"27",""
"Female","695"
"Male","365"
"28",""
"Female","841"
"Male","454"
"29",""
"Female","343"
"Male","260"
"3",""
"Female","696"
"Male","647"
"30",""
"Female","1039"
"Male","621"
"31",""
"Female","332"
"Male","274"
"32",""
"Female","667"
"Male","448"
"33",""
"Female","396"
"Male","273"
"34",""
"Female","415"
"Male","308"
"35",""
"Female","1075"
"Male","694"
"36",""
"Female","473"
"Male","367"
"37",""
"Female","364"
"Male","271"
"38",""
"Female","491"
"Male","381"
"39",""
"Female","292"
"Male","232"
"4",""
"Female","753"
"Male","779"
"40",""
"Female","969"
"Male","727"
"41",""
"Female","280"
"Male","267"
"42",""
"Female","461"
"Male","406"
"43",""
"Female","304"
"Male","282"
"44",""
"Female","283"
"Male","237"
"45",""
"Female","802"
"Male","605"
"46",""
"Female","311"
"Male","288"
"47",""
"Female","258"
"Male","228"
"48",""
"Female","377"
"Male","309"
"49",""
"Female","239"
"Male","221"
"5",""
"Female","841"
"Male","873"
"50",""
"Female","780"
"Male","660"
"51",""
"Female","269"
"Male","223"
"52",""
"Female","347"
"Male","348"
"53",""
"Female","252"
"Male","235"
"54",""
"Female","223"
"Male","219"
"55",""
"Female","474"
"Male","505"
"56",""
"Female","275"
"Male","254"
"57",""
"Female","214"
"Male","208"
"58",""
"Female","292"
"Male","278"
"59",""
"Female","168"
"Male","184"
"6",""
"Female","782"
"Male","814"
"60",""
"Female","608"
"Male","537"
"61",""
"Female","224"
"Male","213"
"62",""
"Female","245"
"Male","195"
"63",""
"Female","175"
"Male","154"
"64",""
"Female","151"
"Male","157"
"65",""
"Female","372"
"Male","316"
"66",""
"Female","121"
"Male","123"
"67",""
"Female","209"
"Male","170"
"68",""
"Female","167"
"Male","194"
"69",""
"Female","101"
"Male","111"
"7",""
"Female","900"
"Male","914"
"70",""
"Female","370"
"Male","287"
"71",""
"Female","89"
"Male","95"
"72",""
"Female","113"
"Male","131"
"73",""
"Female","95"
"Male","99"
"74",""
"Female","71"
"Male","74"
"75",""
"Female","163"
"Male","160"
"76",""
"Female","59"
"Male","74"
"77",""
"Female","83"
"Male","70"
"78",""
"Female","109"
"Male","99"
"79",""
"Female","35"
"Male","38"
"8",""
"Female","982"
"Male","1005"
"80",""
"Female","115"
"Male","114"
"81",""
"Female","31"
"Male","39"
"82",""
"Female","48"
"Male","41"
"83",""
"Female","26"
"Male","27"
"84",""
"Female","37"
"Male","38"
"85",""
"Female","219"
"Male","180"
"9",""
"Female","781"
"Male","827"
