"Population by Five Years Age Group","Number"
"0-4",""
"Female","3300"
"Male","3314"
"10-14",""
"Female","5003"
"Male","5115"
"15-19",""
"Female","4635"
"Male","4259"
"20-24",""
"Female","3868"
"Male","2413"
"25-29",""
"Female","3608"
"Male","1923"
"30-34",""
"Female","2849"
"Male","1924"
"35-39",""
"Female","2695"
"Male","1945"
"40-44",""
"Female","2297"
"Male","1919"
"45-49",""
"Female","1987"
"Male","1651"
"50-54",""
"Female","1871"
"Male","1685"
"55-59",""
"Female","1423"
"Male","1429"
"5-9",""
"Female","4286"
"Male","4433"
"60-64",""
"Female","1403"
"Male","1256"
"65-69",""
"Female","970"
"Male","914"
"70-74",""
"Female","738"
"Male","686"
"75+",""
"Female","925"
"Male","880"
