"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","217"
"Christianity","548"
"Hindu","57498"
"Islam","2623"
"Jainism","0"
"Kirat","0"
"Prakriti","3"
"Sikhism","0"
"Undefined","36"
"Total","60925"
