"Population by Mother tongue","Number"
"Avadhi",""
"Female","1338"
"Male","1499"
"","2837"
"Doteli",""
"Female","25"
"Male","17"
"","42"
"Gurung",""
"Female","7"
"Male","10"
"","17"
"Hindi",""
"Female","24"
"Male","28"
"","52"
"Kham",""
"Female","8"
"Male","9"
"","17"
"Magar",""
"Female","365"
"Male","290"
"","655"
"Maithili",""
"Female","40"
"Male","68"
"","108"
"Nepali",""
"Female","13228"
"Male","11394"
"","24622"
"Newar",""
"Female","7"
"Male","12"
"","19"
"Not Reported",""
"Female","34"
"Male","31"
"","65"
"Others",""
"Female","15"
"Male","17"
"","32"
"Tamang",""
"Female","10"
"Male","7"
"","17"
"Tharu",""
"Female","15034"
"Male","13927"
"","28961"
"Urdu",""
"Female","1194"
"Male","1308"
"","2502"
