"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","16"
"Cow Dung","4"
"Electricity","0"
"Kerosene","10"
"LP Gas","108"
"Not stated","65"
"Others","0"
"Wood/Firewood","6025"
"Total","6228"
