"Population by Mother tongue","Number"
"Bantawa",""
"Female","3570"
"Male","3302"
"","6872"
"Chamling",""
"Female","43"
"Male","39"
"","82"
"Khaling",""
"Female","64"
"Male","59"
"","123"
"Magar",""
"Female","862"
"Male","775"
"","1637"
"Maithili",""
"Female","4"
"Male","21"
"","25"
"Nepali",""
"Female","4498"
"Male","4200"
"","8698"
"Newar",""
"Female","107"
"Male","99"
"","206"
"Not Reported",""
"Female","9"
"Male","8"
"","17"
"Others",""
"Female","9"
"Male","15"
"","24"
"Rai",""
"Female","126"
"Male","129"
"","255"
"Sherpa",""
"Female","291"
"Male","236"
"","527"
"Tamang",""
"Female","121"
"Male","119"
"","240"
"Thulung",""
"Female","8"
"Male","6"
"","14"
