"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","19"
"Electricity Fuel","0"
"KeroseneFuel","9"
"LP Gas","1"
"Not Sated about Fuel","2"
"OthersFuel","2"
"Wood/FireWood","3639"
"Total","3677"
