"Population by Religion","Number"
"Bahai","0"
"Bon","2"
"Buddism","1206"
"Christianity","147"
"Hindu","11823"
"Islam","0"
"Jainism","0"
"Kirat","5566"
"Prakriti","10"
"Sikhism","0"
"Undefined","23"
"Total","18777"
