"Population by Caste Ethinicity","Number"
"Badi",""
"Female","21"
"Male","19"
"","40"
"Bantaba",""
"Female","8"
"Male","3"
"","11"
"Brahman - Hill",""
"Female","50"
"Male","54"
"","104"
"Chhetri",""
"Female","2271"
"Male","2129"
"","4400"
"Damai/Dholi",""
"Female","241"
"Male","230"
"","471"
"Gharti/Bhujel",""
"Female","65"
"Male","62"
"","127"
"Hayu",""
"Female","8"
"Male","5"
"","13"
"Kami",""
"Female","613"
"Male","581"
"","1194"
"Khawas",""
"Female","16"
"Male","17"
"","33"
"Magar",""
"Female","942"
"Male","843"
"","1785"
"Newar",""
"Female","998"
"Male","960"
"","1958"
"Others",""
"Female","15"
"Male","22"
"","37"
"Rai",""
"Female","3866"
"Male","3563"
"","7429"
"Sanyasi/Dasnami",""
"Female","8"
"Male","10"
"","18"
"Sarki",""
"Female","94"
"Male","82"
"","176"
"Sherpa",""
"Female","298"
"Male","244"
"","542"
"Tamang",""
"Female","192"
"Male","179"
"","371"
"Undefined Others",""
"Female","6"
"Male","5"
"","11"
