"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","385"
"Cow Dung","2"
"Electricity","3"
"Kerosene","18"
"LP Gas","324"
"Not stated","37"
"Others","4"
"Wood/Firewood","5811"
"Total","6584"
