"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","16"
"Christianity","28"
"Hindu","25166"
"Islam","1"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","4"
"Total","25215"
