"Population by Caste Ethinicity","Number"
"Badi",""
"Female","79"
"Male","53"
"","132"
"Brahman - Hill",""
"Female","626"
"Male","507"
"","1133"
"Chhetri",""
"Female","8639"
"Male","7052"
"","15691"
"Dalit Others",""
"Female","3081"
"Male","2317"
"","5398"
"Damai/Dholi",""
"Female","207"
"Male","159"
"","366"
"Kalwar",""
"Female","6"
"Male","7"
"","13"
"Kami",""
"Female","960"
"Male","769"
"","1729"
"Lohar",""
"Female","36"
"Male","31"
"","67"
"Magar",""
"Female","7"
"Male","12"
"","19"
"Others",""
"Female","32"
"Male","16"
"","48"
"Tamang",""
"Female","20"
"Male","5"
"","25"
"Thakuri",""
"Female","310"
"Male","218"
"","528"
