"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","20"
"Male","20"
"","40"
"Hindi",""
"Female","9"
"Male","8"
"","17"
"Limbu",""
"Female","10"
"Male","7"
"","17"
"Magar",""
"Female","17"
"Male","22"
"","39"
"Maithili",""
"Female","11818"
"Male","10930"
"","22748"
"Mewahang",""
"Female","7"
"Male","8"
"","15"
"Nepali",""
"Female","453"
"Male","461"
"","914"
"Not Reported",""
"Female","56"
"Male","45"
"","101"
"Others",""
"Female","18"
"Male","18"
"","36"
"Rai",""
"Female","9"
"Male","8"
"","17"
"Tamang",""
"Female","13"
"Male","15"
"","28"
"Tharu",""
"Female","5598"
"Male","4853"
"","10451"
"Urdu",""
"Female","409"
"Male","381"
"","790"
