"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","5832"
"Christianity","3"
"Hindu","27196"
"Islam","2097"
"Jainism","2"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","92"
"Total","35222"
