"Population by Single Year of Age","Number"
"0",""
"Female","3366"
"Male","3932"
"1",""
"Female","3109"
"Male","3748"
"10",""
"Female","5552"
"Male","6009"
"11",""
"Female","5135"
"Male","5551"
"12",""
"Female","5905"
"Male","6503"
"13",""
"Female","5693"
"Male","5912"
"14",""
"Female","5690"
"Male","6093"
"15",""
"Female","5888"
"Male","6190"
"16",""
"Female","5864"
"Male","6116"
"17",""
"Female","5499"
"Male","6280"
"18",""
"Female","6139"
"Male","7051"
"19",""
"Female","5164"
"Male","5102"
"2",""
"Female","3584"
"Male","3995"
"20",""
"Female","6069"
"Male","5793"
"21",""
"Female","5479"
"Male","5180"
"22",""
"Female","6255"
"Male","5527"
"23",""
"Female","5208"
"Male","4202"
"24",""
"Female","5559"
"Male","4325"
"25",""
"Female","6286"
"Male","4470"
"26",""
"Female","5156"
"Male","3775"
"27",""
"Female","5066"
"Male","3773"
"28",""
"Female","5591"
"Male","4304"
"29",""
"Female","3410"
"Male","2834"
"3",""
"Female","3528"
"Male","3807"
"30",""
"Female","6723"
"Male","4939"
"31",""
"Female","2813"
"Male","2410"
"32",""
"Female","4597"
"Male","3427"
"33",""
"Female","3086"
"Male","2445"
"34",""
"Female","3063"
"Male","2502"
"35",""
"Female","6069"
"Male","4546"
"36",""
"Female","3248"
"Male","2540"
"37",""
"Female","2571"
"Male","2064"
"38",""
"Female","3394"
"Male","2762"
"39",""
"Female","2172"
"Male","1782"
"4",""
"Female","3758"
"Male","4279"
"40",""
"Female","5694"
"Male","4329"
"41",""
"Female","1899"
"Male","1561"
"42",""
"Female","2821"
"Male","2585"
"43",""
"Female","2050"
"Male","1745"
"44",""
"Female","1740"
"Male","1515"
"45",""
"Female","3978"
"Male","3314"
"46",""
"Female","1921"
"Male","1573"
"47",""
"Female","1738"
"Male","1410"
"48",""
"Female","2449"
"Male","2205"
"49",""
"Female","1605"
"Male","1391"
"5",""
"Female","4259"
"Male","4699"
"50",""
"Female","3922"
"Male","3216"
"51",""
"Female","1487"
"Male","1436"
"52",""
"Female","1959"
"Male","2041"
"53",""
"Female","1482"
"Male","1430"
"54",""
"Female","1388"
"Male","1240"
"55",""
"Female","2433"
"Male","2178"
"56",""
"Female","1498"
"Male","1397"
"57",""
"Female","1312"
"Male","1240"
"58",""
"Female","1567"
"Male","1479"
"59",""
"Female","1040"
"Male","982"
"6",""
"Female","4256"
"Male","4576"
"60",""
"Female","3076"
"Male","2340"
"61",""
"Female","1149"
"Male","1002"
"62",""
"Female","1253"
"Male","1142"
"63",""
"Female","996"
"Male","798"
"64",""
"Female","851"
"Male","773"
"65",""
"Female","1992"
"Male","1417"
"66",""
"Female","818"
"Male","670"
"67",""
"Female","964"
"Male","881"
"68",""
"Female","1153"
"Male","1087"
"69",""
"Female","512"
"Male","549"
"7",""
"Female","4697"
"Male","4974"
"70",""
"Female","1822"
"Male","1330"
"71",""
"Female","534"
"Male","567"
"72",""
"Female","841"
"Male","811"
"73",""
"Female","635"
"Male","613"
"74",""
"Female","455"
"Male","399"
"75",""
"Female","1098"
"Male","841"
"76",""
"Female","519"
"Male","467"
"77",""
"Female","446"
"Male","412"
"78",""
"Female","664"
"Male","595"
"79",""
"Female","313"
"Male","288"
"8",""
"Female","4883"
"Male","5320"
"80",""
"Female","683"
"Male","472"
"81",""
"Female","278"
"Male","277"
"82",""
"Female","341"
"Male","298"
"83",""
"Female","301"
"Male","273"
"84",""
"Female","337"
"Male","246"
"85",""
"Female","1368"
"Male","988"
"9",""
"Female","4547"
"Male","4845"
