"Population by Five Years Age Group","Number"
"0-4",""
"Female","17345"
"Male","19761"
"10-14",""
"Female","27975"
"Male","30068"
"15-19",""
"Female","28554"
"Male","30739"
"20-24",""
"Female","28570"
"Male","25027"
"25-29",""
"Female","25509"
"Male","19156"
"30-34",""
"Female","20282"
"Male","15723"
"35-39",""
"Female","17454"
"Male","13694"
"40-44",""
"Female","14204"
"Male","11735"
"45-49",""
"Female","11691"
"Male","9893"
"50-54",""
"Female","10238"
"Male","9363"
"55-59",""
"Female","7850"
"Male","7276"
"5-9",""
"Female","22642"
"Male","24414"
"60-64",""
"Female","7325"
"Male","6055"
"65-69",""
"Female","5439"
"Male","4604"
"70-74",""
"Female","4287"
"Male","3720"
"75+",""
"Female","6348"
"Male","5157"
