"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","86"
"Male","97"
"","183"
"Bangali",""
"Female","38"
"Male","39"
"","77"
"Baraee",""
"Female","653"
"Male","657"
"","1310"
"Brahman - Hill",""
"Female","170"
"Male","194"
"","364"
"Brahman - Tarai",""
"Female","521"
"Male","574"
"","1095"
"Chamar/ Harijan/ Ram",""
"Female","1611"
"Male","1650"
"","3261"
"Chhetri",""
"Female","122"
"Male","113"
"","235"
"Dalit Others",""
"Female","57"
"Male","70"
"","127"
"Damai/Dholi",""
"Female","77"
"Male","82"
"","159"
"Dhandi",""
"Female","83"
"Male","92"
"","175"
"Dhankar/ Dharikar",""
"Female","47"
"Male","43"
"","90"
"Dhobi",""
"Female","848"
"Male","901"
"","1749"
"Dhunia",""
"Female","25"
"Male","25"
"","50"
"Dusadh/ Pasawan/ Pasi",""
"Female","448"
"Male","471"
"","919"
"Gaderi/Bhedihar",""
"Female","151"
"Male","159"
"","310"
"Hajam/Thakur",""
"Female","228"
"Male","240"
"","468"
"Halwai",""
"Female","16"
"Male","13"
"","29"
"Kahar",""
"Female","705"
"Male","709"
"","1414"
"Kalwar",""
"Female","70"
"Male","86"
"","156"
"Kami",""
"Female","42"
"Male","51"
"","93"
"Kathabaniyan",""
"Female","274"
"Male","255"
"","529"
"Kayastha",""
"Female","47"
"Male","42"
"","89"
"Kewat",""
"Female","1146"
"Male","1240"
"","2386"
"Koche",""
"Female","8"
"Male","8"
"","16"
"Koiri/Kushwaha",""
"Female","755"
"Male","832"
"","1587"
"Kurmi",""
"Female","710"
"Male","754"
"","1464"
"Limbu",""
"Female","8"
"Male","3"
"","11"
"Lodh",""
"Female","1687"
"Male","1753"
"","3440"
"Lohar",""
"Female","278"
"Male","296"
"","574"
"Magar",""
"Female","242"
"Male","247"
"","489"
"Mali",""
"Female","28"
"Male","22"
"","50"
"Mallaha",""
"Female","838"
"Male","851"
"","1689"
"Marwadi",""
"Female","31"
"Male","38"
"","69"
"Musalman",""
"Female","3552"
"Male","3623"
"","7175"
"Natuwa",""
"Female","6"
"Male","5"
"","11"
"Newar",""
"Female","82"
"Male","95"
"","177"
"Others",""
"Female","26"
"Male","9"
"","35"
"Rajbhar",""
"Female","4"
"Male","8"
"","12"
"Rajput",""
"Female","65"
"Male","92"
"","157"
"Sanyasi/Dasnami",""
"Female","196"
"Male","204"
"","400"
"Sonar",""
"Female","9"
"Male","10"
"","19"
"Teli",""
"Female","541"
"Male","538"
"","1079"
"Terai Others",""
"Female","203"
"Male","199"
"","402"
"Thakuri",""
"Female","12"
"Male","11"
"","23"
"Tharu",""
"Female","27"
"Male","18"
"","45"
"Yadav",""
"Female","1940"
"Male","2056"
"","3996"
"Yakkha",""
"Female","57"
"Male","60"
"","117"
