"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","18"
"Cow Dung","4515"
"Electricity Fuel","2"
"KeroseneFuel","103"
"LP Gas","54"
"Not Sated about Fuel","72"
"OthersFuel","0"
"Wood/FireWood","356"
"Total","5120"
