"Population by Five Years Age Group","Number"
"0-4",""
"Female","1846"
"Male","2008"
"10-14",""
"Female","2607"
"Male","2663"
"15-19",""
"Female","2032"
"Male","2296"
"20-24",""
"Female","1589"
"Male","1399"
"25-29",""
"Female","1513"
"Male","1355"
"30-34",""
"Female","1260"
"Male","967"
"35-39",""
"Female","1144"
"Male","1028"
"40-44",""
"Female","893"
"Male","893"
"45-49",""
"Female","757"
"Male","799"
"50-54",""
"Female","639"
"Male","665"
"55-59",""
"Female","511"
"Male","582"
"5-9",""
"Female","2380"
"Male","2531"
"60-64",""
"Female","441"
"Male","463"
"65-69",""
"Female","404"
"Male","427"
"70-74",""
"Female","277"
"Male","333"
"75+",""
"Female","239"
"Male","276"
