"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","45"
"Cow Dung","4166"
"Electricity","5"
"Kerosene","72"
"LP Gas","207"
"Not stated","40"
"Others","78"
"Wood/Firewood","1044"
"Total","5657"
