"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","1"
"Electricity","0"
"Kerosene","4"
"LP Gas","35"
"Not stated","13"
"Others","0"
"Wood/Firewood","1941"
"Total","2001"
