"Population by Single Year of Age","Number"
"0",""
"Female","78"
"Male","52"
"1",""
"Female","57"
"Male","80"
"10",""
"Female","117"
"Male","170"
"11",""
"Female","135"
"Male","127"
"12",""
"Female","118"
"Male","130"
"13",""
"Female","145"
"Male","150"
"14",""
"Female","158"
"Male","130"
"15",""
"Female","149"
"Male","117"
"16",""
"Female","151"
"Male","135"
"17",""
"Female","119"
"Male","103"
"18",""
"Female","149"
"Male","118"
"19",""
"Female","80"
"Male","77"
"2",""
"Female","82"
"Male","83"
"20",""
"Female","115"
"Male","80"
"21",""
"Female","79"
"Male","56"
"22",""
"Female","106"
"Male","48"
"23",""
"Female","71"
"Male","67"
"24",""
"Female","79"
"Male","67"
"25",""
"Female","98"
"Male","69"
"26",""
"Female","75"
"Male","52"
"27",""
"Female","70"
"Male","61"
"28",""
"Female","111"
"Male","58"
"29",""
"Female","54"
"Male","50"
"3",""
"Female","84"
"Male","83"
"30",""
"Female","132"
"Male","92"
"31",""
"Female","49"
"Male","40"
"32",""
"Female","67"
"Male","62"
"33",""
"Female","53"
"Male","40"
"34",""
"Female","51"
"Male","44"
"35",""
"Female","123"
"Male","96"
"36",""
"Female","57"
"Male","47"
"37",""
"Female","53"
"Male","36"
"38",""
"Female","74"
"Male","55"
"39",""
"Female","45"
"Male","37"
"4",""
"Female","92"
"Male","74"
"40",""
"Female","114"
"Male","93"
"41",""
"Female","36"
"Male","34"
"42",""
"Female","56"
"Male","52"
"43",""
"Female","32"
"Male","36"
"44",""
"Female","28"
"Male","30"
"45",""
"Female","91"
"Male","66"
"46",""
"Female","41"
"Male","43"
"47",""
"Female","35"
"Male","38"
"48",""
"Female","49"
"Male","51"
"49",""
"Female","35"
"Male","28"
"5",""
"Female","89"
"Male","100"
"50",""
"Female","95"
"Male","65"
"51",""
"Female","28"
"Male","30"
"52",""
"Female","36"
"Male","52"
"53",""
"Female","27"
"Male","35"
"54",""
"Female","26"
"Male","29"
"55",""
"Female","48"
"Male","56"
"56",""
"Female","15"
"Male","36"
"57",""
"Female","30"
"Male","33"
"58",""
"Female","27"
"Male","31"
"59",""
"Female","20"
"Male","23"
"6",""
"Female","115"
"Male","103"
"60",""
"Female","59"
"Male","54"
"61",""
"Female","29"
"Male","12"
"62",""
"Female","16"
"Male","27"
"63",""
"Female","19"
"Male","24"
"64",""
"Female","16"
"Male","11"
"65",""
"Female","33"
"Male","32"
"66",""
"Female","21"
"Male","15"
"67",""
"Female","17"
"Male","26"
"68",""
"Female","21"
"Male","25"
"69",""
"Female","14"
"Male","8"
"7",""
"Female","119"
"Male","132"
"70",""
"Female","36"
"Male","26"
"71",""
"Female","8"
"Male","10"
"72",""
"Female","6"
"Male","8"
"73",""
"Female","7"
"Male","6"
"74",""
"Female","9"
"Male","7"
"75",""
"Female","19"
"Male","17"
"76",""
"Female","7"
"Male","7"
"77",""
"Female","14"
"Male","8"
"78",""
"Female","12"
"Male","15"
"79",""
"Female","5"
"Male","6"
"8",""
"Female","110"
"Male","112"
"80",""
"Female","15"
"Male","7"
"81",""
"Female","3"
"Male","7"
"82",""
"Female","3"
"Male","2"
"83",""
"Female","3"
"Male","4"
"84",""
"Female","2"
"Male","6"
"85",""
"Female","17"
"Male","12"
"9",""
"Female","124"
"Male","120"
