"Population by Mother tongue","Number"
"Bantawa",""
"Female","1029"
"Male","1033"
"","2062"
"Bhujel",""
"Female","8"
"Male","5"
"","13"
"Chamling",""
"Female","114"
"Male","103"
"","217"
"Danuwar",""
"Female","10"
"Male","12"
"","22"
"Doteli",""
"Female","7"
"Male","5"
"","12"
"Gurung",""
"Female","58"
"Male","53"
"","111"
"Khaling",""
"Female","20"
"Male","22"
"","42"
"Koyee",""
"Female","10"
"Male","9"
"","19"
"Kulung",""
"Female","153"
"Male","153"
"","306"
"Kumal",""
"Female","52"
"Male","47"
"","99"
"Limbu",""
"Female","4030"
"Male","3617"
"","7647"
"Lohorung",""
"Female","11"
"Male","7"
"","18"
"Magar",""
"Female","1709"
"Male","1583"
"","3292"
"Maithili",""
"Female","36"
"Male","46"
"","82"
"Majhi",""
"Female","40"
"Male","29"
"","69"
"Nepali",""
"Female","5654"
"Male","5080"
"","10734"
"Newar",""
"Female","262"
"Male","251"
"","513"
"Not Reported",""
"Female","81"
"Male","60"
"","141"
"Others",""
"Female","225"
"Male","201"
"","426"
"Rai",""
"Female","1967"
"Male","1860"
"","3827"
"Sampang",""
"Female","36"
"Male","27"
"","63"
"Santhali",""
"Female","10"
"Male","11"
"","21"
"Sherpa",""
"Female","61"
"Male","46"
"","107"
"Sunuwar",""
"Female","83"
"Male","61"
"","144"
"Tamang",""
"Female","1254"
"Male","1127"
"","2381"
"Thulung",""
"Female","54"
"Male","49"
"","103"
"Uranw/Urau",""
"Female","21"
"Male","26"
"","47"
"Yakkha",""
"Female","30"
"Male","28"
"","58"
