"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","82"
"Cow Dung","28"
"Electricity Fuel","1"
"KeroseneFuel","70"
"LP Gas","50"
"Not Sated about Fuel","32"
"OthersFuel","1"
"Wood/FireWood","6813"
"Total","7077"
