"Number of households by type of outer wall","Number"
"BambooWall","1633"
"Cement Bonded Bricks/Stone Wall","1176"
"Mud Bonded Bricks/Stone Wall","2568"
"Not stated","34"
"Others","2195"
"Unbaked Bricks","993"
"Wood/Planks","53"
"Total","8652"
