"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8309"
"Cow Dung","308"
"Electricity","45"
"Kerosene","679"
"LP Gas","9687"
"Not stated","769"
"Others","272"
"Wood/Firewood","122344"
"Total","142413"
