"Population by Five Years Age Group","Number"
"0-4",""
"Female","2132"
"Male","2209"
"10-14",""
"Female","2428"
"Male","2829"
"15-19",""
"Female","1908"
"Male","2198"
"20-24",""
"Female","1563"
"Male","1484"
"25-29",""
"Female","1443"
"Male","1363"
"30-34",""
"Female","1228"
"Male","1169"
"35-39",""
"Female","1104"
"Male","1093"
"40-44",""
"Female","859"
"Male","983"
"45-49",""
"Female","716"
"Male","795"
"50-54",""
"Female","534"
"Male","697"
"55-59",""
"Female","426"
"Male","463"
"5-9",""
"Female","2609"
"Male","2702"
"60-64",""
"Female","408"
"Male","507"
"65-69",""
"Female","318"
"Male","311"
"70-74",""
"Female","270"
"Male","300"
"75+",""
"Female","238"
"Male","246"
