"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","25"
"Cow Dung","7213"
"Electricity Fuel","1"
"KeroseneFuel","176"
"LP Gas","65"
"Not Sated about Fuel","128"
"OthersFuel","5"
"Wood/FireWood","536"
"Total","8149"
