"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","12"
"","19"
"Danuwar",""
"Female","11"
"Male","3"
"","14"
"Magahi",""
"Female","4"
"Male","9"
"","13"
"Maithili",""
"Female","19079"
"Male","18082"
"","37161"
"Nepali",""
"Female","112"
"Male","109"
"","221"
"Newar",""
"Female","13"
"Male","12"
"","25"
"Not Reported",""
"Female","313"
"Male","264"
"","577"
"Others",""
"Female","26"
"Male","10"
"","36"
"Rai",""
"Female","192"
"Male","192"
"","384"
"Sunuwar",""
"Female","51"
"Male","46"
"","97"
"Tharu",""
"Female","1149"
"Male","958"
"","2107"
"Urdu",""
"Female","1110"
"Male","990"
"","2100"
