"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","7"
"Male","15"
"","22"
"Chhetri",""
"Female","60"
"Male","63"
"","123"
"Damai/Dholi",""
"Female","22"
"Male","22"
"","44"
"Hajam/Thakur",""
"Female","39"
"Male","24"
"","63"
"Kalar",""
"Female","161"
"Male","158"
"","319"
"Kami",""
"Female","190"
"Male","186"
"","376"
"Khaling",""
"Female","12"
"Male","16"
"","28"
"Kulung",""
"Female","4642"
"Male","4469"
"","9111"
"Magar",""
"Female","0"
"Male","13"
"","13"
"Nachhiring",""
"Female","330"
"Male","323"
"","653"
"Others",""
"Female","20"
"Male","24"
"","44"
"Sarki",""
"Female","8"
"Male","9"
"","17"
"Sherpa",""
"Female","334"
"Male","289"
"","623"
"Yamphu",""
"Female","8"
"Male","8"
"","16"
