"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","623"
"Christianity","103"
"Hindu","988"
"Islam","0"
"Jainism","0"
"Kirat","9728"
"Prakriti","0"
"Sikhism","0"
"Undefined","10"
"Total","11452"
