"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","83"
"Cow Dung","46"
"Electricity","24"
"Kerosene","306"
"LP Gas","1061"
"Not stated","430"
"Others","52"
"Wood/Firewood","41881"
"Total","43883"
