"Population by Single Year of Age","Number"
"0",""
"Female","1522"
"Male","1494"
"1",""
"Female","1296"
"Male","1389"
"10",""
"Female","2978"
"Male","2968"
"11",""
"Female","2718"
"Male","2564"
"12",""
"Female","3262"
"Male","3262"
"13",""
"Female","3201"
"Male","3016"
"14",""
"Female","3321"
"Male","2953"
"15",""
"Female","3136"
"Male","2734"
"16",""
"Female","3145"
"Male","2594"
"17",""
"Female","2778"
"Male","2283"
"18",""
"Female","3007"
"Male","2408"
"19",""
"Female","1885"
"Male","1308"
"2",""
"Female","1548"
"Male","1535"
"20",""
"Female","2185"
"Male","1389"
"21",""
"Female","1821"
"Male","1142"
"22",""
"Female","2056"
"Male","1342"
"23",""
"Female","1418"
"Male","998"
"24",""
"Female","1532"
"Male","1107"
"25",""
"Female","2020"
"Male","1187"
"26",""
"Female","1380"
"Male","974"
"27",""
"Female","1319"
"Male","900"
"28",""
"Female","1527"
"Male","1058"
"29",""
"Female","753"
"Male","642"
"3",""
"Female","1661"
"Male","1673"
"30",""
"Female","2132"
"Male","1381"
"31",""
"Female","722"
"Male","584"
"32",""
"Female","1326"
"Male","956"
"33",""
"Female","765"
"Male","631"
"34",""
"Female","766"
"Male","563"
"35",""
"Female","2435"
"Male","1576"
"36",""
"Female","1124"
"Male","849"
"37",""
"Female","807"
"Male","625"
"38",""
"Female","1172"
"Male","857"
"39",""
"Female","594"
"Male","471"
"4",""
"Female","1971"
"Male","1934"
"40",""
"Female","2652"
"Male","1920"
"41",""
"Female","804"
"Male","654"
"42",""
"Female","1164"
"Male","1003"
"43",""
"Female","739"
"Male","652"
"44",""
"Female","657"
"Male","578"
"45",""
"Female","2109"
"Male","1610"
"46",""
"Female","774"
"Male","709"
"47",""
"Female","675"
"Male","555"
"48",""
"Female","1076"
"Male","1061"
"49",""
"Female","657"
"Male","586"
"5",""
"Female","2176"
"Male","2145"
"50",""
"Female","2049"
"Male","1820"
"51",""
"Female","640"
"Male","657"
"52",""
"Female","1005"
"Male","970"
"53",""
"Female","592"
"Male","615"
"54",""
"Female","558"
"Male","501"
"55",""
"Female","1296"
"Male","1156"
"56",""
"Female","653"
"Male","682"
"57",""
"Female","572"
"Male","551"
"58",""
"Female","732"
"Male","746"
"59",""
"Female","451"
"Male","503"
"6",""
"Female","2141"
"Male","2217"
"60",""
"Female","1799"
"Male","1420"
"61",""
"Female","607"
"Male","554"
"62",""
"Female","581"
"Male","579"
"63",""
"Female","493"
"Male","399"
"64",""
"Female","423"
"Male","347"
"65",""
"Female","1093"
"Male","910"
"66",""
"Female","406"
"Male","422"
"67",""
"Female","461"
"Male","417"
"68",""
"Female","630"
"Male","626"
"69",""
"Female","284"
"Male","287"
"7",""
"Female","2254"
"Male","2252"
"70",""
"Female","1212"
"Male","899"
"71",""
"Female","331"
"Male","286"
"72",""
"Female","526"
"Male","446"
"73",""
"Female","280"
"Male","308"
"74",""
"Female","227"
"Male","196"
"75",""
"Female","714"
"Male","492"
"76",""
"Female","236"
"Male","234"
"77",""
"Female","239"
"Male","231"
"78",""
"Female","405"
"Male","394"
"79",""
"Female","122"
"Male","144"
"8",""
"Female","2379"
"Male","2571"
"80",""
"Female","498"
"Male","299"
"81",""
"Female","111"
"Male","118"
"82",""
"Female","132"
"Male","121"
"83",""
"Female","133"
"Male","144"
"84",""
"Female","142"
"Male","123"
"85",""
"Female","601"
"Male","499"
"9",""
"Female","2486"
"Male","2430"
