"Population by Mother tongue","Number"
"Bajjika",""
"Female","20864"
"Male","21659"
"","42523"
"Bangla",""
"Female","7"
"Male","11"
"","18"
"Bhojpuri",""
"Female","1406"
"Male","1442"
"","2848"
"Danuwar",""
"Female","160"
"Male","180"
"","340"
"Gurung",""
"Female","67"
"Male","46"
"","113"
"Hindi",""
"Female","27"
"Male","27"
"","54"
"Magar",""
"Female","542"
"Male","509"
"","1051"
"Maithili",""
"Female","3995"
"Male","4134"
"","8129"
"Majhi",""
"Female","486"
"Male","482"
"","968"
"Nachhiring",""
"Female","12"
"Male","8"
"","20"
"Nepali",""
"Female","4689"
"Male","4427"
"","9116"
"Newar",""
"Female","144"
"Male","142"
"","286"
"Not Reported",""
"Female","120"
"Male","130"
"","250"
"Others",""
"Female","28"
"Male","12"
"","40"
"Rai",""
"Female","88"
"Male","74"
"","162"
"Sunuwar",""
"Female","22"
"Male","24"
"","46"
"Tamang",""
"Female","696"
"Male","625"
"","1321"
"Tharu",""
"Female","352"
"Male","320"
"","672"
"Urdu",""
"Female","911"
"Male","954"
"","1865"
