"Number of households by type of outer wall","Number"
"BambooWall","8494"
"Cement Bonded Bricks/Stone Wall","2391"
"Mud Bonded Bricks/Stone Wall","362"
"Not Stated about Wall","160"
"Other Type Wall","115"
"Unbaked Bricks","10"
"Wood/Planks","321"
"Total","11853"
