"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","180"
"Cow Dung","3066"
"Electricity Fuel","0"
"KeroseneFuel","159"
"LP Gas","422"
"Not Sated about Fuel","150"
"OthersFuel","29"
"Wood/FireWood","7847"
"Total","11853"
