"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","1775"
"Christianity","96"
"Hindu","64923"
"Islam","1964"
"Jainism","0"
"Kirat","26"
"Prakriti","844"
"Sikhism","0"
"Undefined","193"
"Total","69822"
