"Population by Caste Ethinicity","Number"
"Badi",""
"Female","22"
"Male","20"
"","42"
"Brahman - Hill",""
"Female","405"
"Male","363"
"","768"
"Chhetri",""
"Female","4022"
"Male","3726"
"","7748"
"Damai/Dholi",""
"Female","337"
"Male","317"
"","654"
"Gurung",""
"Female","12"
"Male","12"
"","24"
"Kami",""
"Female","884"
"Male","803"
"","1687"
"Magar",""
"Female","2161"
"Male","2008"
"","4169"
"Newar",""
"Female","24"
"Male","19"
"","43"
"Others",""
"Female","14"
"Male","15"
"","29"
"Sarki",""
"Female","142"
"Male","129"
"","271"
"Sunuwar",""
"Female","3"
"Male","8"
"","11"
"Thakuri",""
"Female","581"
"Male","470"
"","1051"
