"Population by Caste Ethinicity","Number"
"Badi",""
"Female","21"
"Male","21"
"","42"
"Brahman - Hill",""
"Female","192"
"Male","170"
"","362"
"Brahman - Tarai",""
"Female","10"
"Male","8"
"","18"
"Chamar/ Harijan/ Ram",""
"Female","166"
"Male","203"
"","369"
"Chhetri",""
"Female","1870"
"Male","1686"
"","3556"
"Damai/Dholi",""
"Female","337"
"Male","332"
"","669"
"Gaine",""
"Female","8"
"Male","7"
"","15"
"Gharti/Bhujel",""
"Female","10"
"Male","5"
"","15"
"Gurung",""
"Female","36"
"Male","41"
"","77"
"Halwai",""
"Female","49"
"Male","47"
"","96"
"Kami",""
"Female","1275"
"Male","1200"
"","2475"
"Kathabaniyan",""
"Female","23"
"Male","19"
"","42"
"Kumal",""
"Female","343"
"Male","366"
"","709"
"Kumhar",""
"Female","26"
"Male","36"
"","62"
"Kurmi",""
"Female","12"
"Male","15"
"","27"
"Magar",""
"Female","2396"
"Male","2107"
"","4503"
"Majhi",""
"Female","35"
"Male","37"
"","72"
"Musalman",""
"Female","103"
"Male","116"
"","219"
"Newar",""
"Female","41"
"Male","39"
"","80"
"Others",""
"Female","36"
"Male","35"
"","71"
"Rajput",""
"Female","4"
"Male","8"
"","12"
"Sanyasi/Dasnami",""
"Female","310"
"Male","275"
"","585"
"Sarki",""
"Female","129"
"Male","101"
"","230"
"Teli",""
"Female","41"
"Male","61"
"","102"
"Thakuri",""
"Female","170"
"Male","146"
"","316"
"Tharu",""
"Female","2847"
"Male","2652"
"","5499"
"Yadav",""
"Female","2296"
"Male","2518"
"","4814"
