"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","21"
"Christianity","554"
"Hindu","24257"
"Islam","219"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","9"
"Total","25061"
