"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","14"
"Male","6"
"","20"
"Brahman - Hill",""
"Female","475"
"Male","438"
"","913"
"Chhetri",""
"Female","5738"
"Male","5176"
"","10914"
"Dalit Others",""
"Female","375"
"Male","307"
"","682"
"Damai/Dholi",""
"Female","390"
"Male","340"
"","730"
"Foreigner",""
"Female","9"
"Male","3"
"","12"
"Kami",""
"Female","477"
"Male","394"
"","871"
"Lohar",""
"Female","213"
"Male","201"
"","414"
"Magar",""
"Female","26"
"Male","29"
"","55"
"Mewahang Bala",""
"Female","19"
"Male","19"
"","38"
"Others",""
"Female","6"
"Male","1"
"","7"
"Pahari",""
"Female","8"
"Male","6"
"","14"
"Sanyasi/Dasnami",""
"Female","17"
"Male","19"
"","36"
"Sarki",""
"Female","384"
"Male","329"
"","713"
"Thakuri",""
"Female","899"
"Male","797"
"","1696"
