"Population by Single Year of Age","Number"
"0",""
"Female","1235"
"Male","1291"
"1",""
"Female","1190"
"Male","1203"
"10",""
"Female","1599"
"Male","1653"
"11",""
"Female","1172"
"Male","1259"
"12",""
"Female","1622"
"Male","1603"
"13",""
"Female","1334"
"Male","1340"
"14",""
"Female","1399"
"Male","1444"
"15",""
"Female","1246"
"Male","1283"
"16",""
"Female","1344"
"Male","1250"
"17",""
"Female","806"
"Male","737"
"18",""
"Female","1654"
"Male","1434"
"19",""
"Female","852"
"Male","817"
"2",""
"Female","1494"
"Male","1525"
"20",""
"Female","1366"
"Male","1049"
"21",""
"Female","935"
"Male","920"
"22",""
"Female","1142"
"Male","1131"
"23",""
"Female","836"
"Male","885"
"24",""
"Female","898"
"Male","862"
"25",""
"Female","1254"
"Male","1140"
"26",""
"Female","792"
"Male","866"
"27",""
"Female","654"
"Male","778"
"28",""
"Female","929"
"Male","992"
"29",""
"Female","405"
"Male","482"
"3",""
"Female","1729"
"Male","1668"
"30",""
"Female","1234"
"Male","1072"
"31",""
"Female","398"
"Male","463"
"32",""
"Female","726"
"Male","723"
"33",""
"Female","444"
"Male","482"
"34",""
"Female","412"
"Male","459"
"35",""
"Female","1300"
"Male","1198"
"36",""
"Female","508"
"Male","611"
"37",""
"Female","292"
"Male","378"
"38",""
"Female","624"
"Male","621"
"39",""
"Female","267"
"Male","331"
"4",""
"Female","1785"
"Male","1841"
"40",""
"Female","1144"
"Male","968"
"41",""
"Female","302"
"Male","390"
"42",""
"Female","410"
"Male","567"
"43",""
"Female","296"
"Male","311"
"44",""
"Female","254"
"Male","285"
"45",""
"Female","941"
"Male","859"
"46",""
"Female","281"
"Male","396"
"47",""
"Female","202"
"Male","290"
"48",""
"Female","417"
"Male","512"
"49",""
"Female","192"
"Male","257"
"5",""
"Female","1661"
"Male","1689"
"50",""
"Female","829"
"Male","736"
"51",""
"Female","182"
"Male","266"
"52",""
"Female","259"
"Male","354"
"53",""
"Female","170"
"Male","226"
"54",""
"Female","150"
"Male","211"
"55",""
"Female","516"
"Male","560"
"56",""
"Female","173"
"Male","279"
"57",""
"Female","159"
"Male","205"
"58",""
"Female","276"
"Male","334"
"59",""
"Female","159"
"Male","214"
"6",""
"Female","1629"
"Male","1625"
"60",""
"Female","702"
"Male","542"
"61",""
"Female","323"
"Male","265"
"62",""
"Female","300"
"Male","319"
"63",""
"Female","233"
"Male","209"
"64",""
"Female","120"
"Male","163"
"65",""
"Female","412"
"Male","333"
"66",""
"Female","97"
"Male","128"
"67",""
"Female","78"
"Male","103"
"68",""
"Female","105"
"Male","155"
"69",""
"Female","40"
"Male","62"
"7",""
"Female","1476"
"Male","1462"
"70",""
"Female","158"
"Male","191"
"71",""
"Female","26"
"Male","66"
"72",""
"Female","47"
"Male","82"
"73",""
"Female","25"
"Male","56"
"74",""
"Female","18"
"Male","43"
"75",""
"Female","70"
"Male","84"
"76",""
"Female","24"
"Male","35"
"77",""
"Female","15"
"Male","25"
"78",""
"Female","22"
"Male","38"
"79",""
"Female","7"
"Male","16"
"8",""
"Female","1725"
"Male","1686"
"80",""
"Female","48"
"Male","48"
"81",""
"Female","8"
"Male","14"
"82",""
"Female","6"
"Male","19"
"83",""
"Female","6"
"Male","16"
"84",""
"Female","9"
"Male","14"
"85",""
"Female","44"
"Male","49"
"9",""
"Female","1400"
"Male","1350"
