"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","458"
"Electricity","0"
"Kerosene","29"
"LP Gas","5"
"Not stated","36"
"Others","3"
"Wood/Firewood","3641"
"Total","4173"
