"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","10"
"LP Gas","24"
"Not Sated about Fuel","16"
"OthersFuel","1"
"Wood/FireWood","4902"
"Total","4958"
