"Population by Single Year of Age","Number"
"0",""
"Female","752"
"Male","854"
"1",""
"Female","680"
"Male","780"
"10",""
"Female","1050"
"Male","1235"
"11",""
"Female","987"
"Male","1185"
"12",""
"Female","1107"
"Male","1416"
"13",""
"Female","1210"
"Male","1289"
"14",""
"Female","1231"
"Male","1446"
"15",""
"Female","1286"
"Male","1463"
"16",""
"Female","1268"
"Male","1416"
"17",""
"Female","1222"
"Male","1335"
"18",""
"Female","1333"
"Male","1749"
"19",""
"Female","1094"
"Male","1182"
"2",""
"Female","700"
"Male","774"
"20",""
"Female","1512"
"Male","1543"
"21",""
"Female","1218"
"Male","1202"
"22",""
"Female","1646"
"Male","1451"
"23",""
"Female","1356"
"Male","1160"
"24",""
"Female","1354"
"Male","1262"
"25",""
"Female","1628"
"Male","1407"
"26",""
"Female","1352"
"Male","1123"
"27",""
"Female","1272"
"Male","1060"
"28",""
"Female","1536"
"Male","1351"
"29",""
"Female","827"
"Male","817"
"3",""
"Female","697"
"Male","749"
"30",""
"Female","1845"
"Male","1608"
"31",""
"Female","716"
"Male","725"
"32",""
"Female","1099"
"Male","1121"
"33",""
"Female","820"
"Male","817"
"34",""
"Female","835"
"Male","869"
"35",""
"Female","1449"
"Male","1496"
"36",""
"Female","817"
"Male","741"
"37",""
"Female","612"
"Male","655"
"38",""
"Female","865"
"Male","908"
"39",""
"Female","502"
"Male","519"
"4",""
"Female","765"
"Male","846"
"40",""
"Female","1347"
"Male","1444"
"41",""
"Female","392"
"Male","464"
"42",""
"Female","657"
"Male","790"
"43",""
"Female","479"
"Male","507"
"44",""
"Female","401"
"Male","430"
"45",""
"Female","804"
"Male","952"
"46",""
"Female","411"
"Male","449"
"47",""
"Female","318"
"Male","415"
"48",""
"Female","456"
"Male","528"
"49",""
"Female","282"
"Male","304"
"5",""
"Female","871"
"Male","1008"
"50",""
"Female","719"
"Male","783"
"51",""
"Female","224"
"Male","264"
"52",""
"Female","360"
"Male","431"
"53",""
"Female","223"
"Male","244"
"54",""
"Female","222"
"Male","252"
"55",""
"Female","405"
"Male","441"
"56",""
"Female","242"
"Male","284"
"57",""
"Female","186"
"Male","220"
"58",""
"Female","232"
"Male","262"
"59",""
"Female","160"
"Male","169"
"6",""
"Female","845"
"Male","999"
"60",""
"Female","520"
"Male","457"
"61",""
"Female","139"
"Male","161"
"62",""
"Female","197"
"Male","168"
"63",""
"Female","151"
"Male","130"
"64",""
"Female","133"
"Male","122"
"65",""
"Female","317"
"Male","219"
"66",""
"Female","123"
"Male","115"
"67",""
"Female","128"
"Male","116"
"68",""
"Female","187"
"Male","204"
"69",""
"Female","62"
"Male","73"
"7",""
"Female","907"
"Male","1007"
"70",""
"Female","243"
"Male","165"
"71",""
"Female","78"
"Male","57"
"72",""
"Female","110"
"Male","112"
"73",""
"Female","91"
"Male","65"
"74",""
"Female","77"
"Male","63"
"75",""
"Female","148"
"Male","124"
"76",""
"Female","75"
"Male","60"
"77",""
"Female","69"
"Male","54"
"78",""
"Female","118"
"Male","91"
"79",""
"Female","41"
"Male","34"
"8",""
"Female","929"
"Male","1107"
"80",""
"Female","90"
"Male","67"
"81",""
"Female","32"
"Male","25"
"82",""
"Female","51"
"Male","46"
"83",""
"Female","30"
"Male","35"
"84",""
"Female","46"
"Male","51"
"85",""
"Female","188"
"Male","148"
"9",""
"Female","900"
"Male","952"
