"Population by Five Years Age Group","Number"
"0-4",""
"Female","3594"
"Male","4003"
"10-14",""
"Female","5585"
"Male","6571"
"15-19",""
"Female","6203"
"Male","7145"
"20-24",""
"Female","7086"
"Male","6618"
"25-29",""
"Female","6615"
"Male","5758"
"30-34",""
"Female","5315"
"Male","5140"
"35-39",""
"Female","4245"
"Male","4319"
"40-44",""
"Female","3276"
"Male","3635"
"45-49",""
"Female","2271"
"Male","2648"
"50-54",""
"Female","1748"
"Male","1974"
"55-59",""
"Female","1225"
"Male","1376"
"5-9",""
"Female","4452"
"Male","5073"
"60-64",""
"Female","1140"
"Male","1038"
"65-69",""
"Female","817"
"Male","727"
"70-74",""
"Female","599"
"Male","462"
"75+",""
"Female","888"
"Male","735"
