"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","18"
"Cow Dung","13"
"Electricity","7"
"Kerosene","633"
"LP Gas","23446"
"Not stated","159"
"Others","28"
"Wood/Firewood","2181"
"Total","26485"
