"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","28"
"Male","41"
"","69"
"Gurung",""
"Female","440"
"Male","306"
"","746"
"Kumal",""
"Female","40"
"Male","30"
"","70"
"Magar",""
"Female","6950"
"Male","4954"
"","11904"
"Maithili",""
"Female","19"
"Male","21"
"","40"
"Nepali",""
"Female","9122"
"Male","6911"
"","16033"
"Newar",""
"Female","949"
"Male","728"
"","1677"
"Not Reported",""
"Female","129"
"Male","92"
"","221"
"Others",""
"Female","15"
"Male","15"
"","30"
"Rai",""
"Female","27"
"Male","37"
"","64"
"Sign Language",""
"Female","12"
"Male","6"
"","18"
"Tamang",""
"Female","7"
"Male","5"
"","12"
"Thakali",""
"Female","13"
"Male","8"
"","21"
"Tharu",""
"Female","3"
"Male","11"
"","14"
"Urdu",""
"Female","248"
"Male","195"
"","443"
