"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","497"
"Cow Dung","6"
"Electricity Fuel","9"
"KeroseneFuel","25"
"LP Gas","1221"
"Not Sated about Fuel","91"
"OthersFuel","3"
"Wood/FireWood","5636"
"Total","7488"
