"Population by Five Years Age Group","Number"
"0-4",""
"Female","1010"
"Male","1079"
"10-14",""
"Female","900"
"Male","963"
"15-19",""
"Female","729"
"Male","685"
"20-24",""
"Female","664"
"Male","585"
"25-29",""
"Female","568"
"Male","503"
"30-34",""
"Female","419"
"Male","392"
"35-39",""
"Female","408"
"Male","441"
"40-44",""
"Female","306"
"Male","307"
"45-49",""
"Female","290"
"Male","334"
"50-54",""
"Female","214"
"Male","253"
"55-59",""
"Female","193"
"Male","235"
"5-9",""
"Female","1166"
"Male","1134"
"60-64",""
"Female","258"
"Male","213"
"65-69",""
"Female","109"
"Male","115"
"70-74",""
"Female","32"
"Male","67"
"75+",""
"Female","25"
"Male","41"
