"Population by Five Years Age Group","Number"
"0-4",""
"Female","833"
"Male","905"
"10-14",""
"Female","1276"
"Male","1300"
"15-19",""
"Female","1396"
"Male","1242"
"20-24",""
"Female","1197"
"Male","917"
"25-29",""
"Female","1057"
"Male","914"
"30-34",""
"Female","763"
"Male","546"
"35-39",""
"Female","603"
"Male","450"
"40-44",""
"Female","620"
"Male","469"
"45-49",""
"Female","536"
"Male","453"
"50-54",""
"Female","533"
"Male","493"
"55-59",""
"Female","386"
"Male","409"
"5-9",""
"Female","1159"
"Male","1102"
"60-64",""
"Female","311"
"Male","332"
"65-69",""
"Female","222"
"Male","233"
"70-74",""
"Female","153"
"Male","169"
"75+",""
"Female","231"
"Male","203"
